model_id,dataset_name,patch_set,feature_set,feature_file_path,feature_file_exists,row_count_manifest,train_row_count_manifest,valid_row_count_manifest,test_row_count_manifest,metadata_column_count_manifest,feature_column_count_manifest,total_column_count_manifest,nan_count_manifest,inf_count_manifest,status_manifest,validation_errors
d2_linsvm_016,dataset2_honeybee,centered48_neg4x,hog8_only,data/features/dataset2_honeybee/centered48_neg4x__hog8_only.parquet,True,51765,46055,2850,2860,28,900,928,0,0,OK,
d2_linsvm_017,dataset2_honeybee,centered48_neg4x,hog16_hsv_lbp,data/features/dataset2_honeybee/centered48_neg4x__hog16_hsv_lbp.parquet,True,51765,46055,2850,2860,28,186,214,0,0,OK,
d2_linsvm_018,dataset2_honeybee,centered48_neg4x,hog16_hsv,data/features/dataset2_honeybee/centered48_neg4x__hog16_hsv.parquet,True,51765,46055,2850,2860,28,176,204,0,0,OK,
d2_linsvm_019,dataset2_honeybee,centered48_neg4x,hog16_only,data/features/dataset2_honeybee/centered48_neg4x__hog16_only.parquet,True,51765,46055,2850,2860,28,144,172,0,0,OK,
d2_linsvm_020,dataset2_honeybee,centered48_neg4x,hsv_lbp_only,data/features/dataset2_honeybee/centered48_neg4x__hsv_lbp_only.parquet,True,51765,46055,2850,2860,28,42,70,0,0,OK,
d2_linsvm_021,dataset2_honeybee,centered48_neg4x,hog8_pca_hsv_lbp,data/features/dataset2_honeybee/centered48_neg4x__hog8_pca_hsv_lbp.parquet,True,51765,46055,2850,2860,28,321,349,0,0,OK,
d2_linsvm_022,dataset2_honeybee,centered48_neg4x,hog8_pca_hsv,data/features/dataset2_honeybee/centered48_neg4x__hog8_pca_hsv.parquet,True,51765,46055,2850,2860,28,311,339,0,0,OK,
d2_linsvm_023,dataset2_honeybee,centered48_neg4x,hog8_pca_only,data/features/dataset2_honeybee/centered48_neg4x__hog8_pca_only.parquet,True,51765,46055,2850,2860,28,279,307,0,0,OK,
d2_linsvm_024,dataset2_honeybee,centered48_neg4x,hog16_pca_hsv_lbp,data/features/dataset2_honeybee/centered48_neg4x__hog16_pca_hsv_lbp.parquet,True,51765,46055,2850,2860,28,103,131,0,0,OK,
d2_linsvm_025,dataset2_honeybee,centered48_neg4x,hog16_pca_hsv,data/features/dataset2_honeybee/centered48_neg4x__hog16_pca_hsv.parquet,True,51765,46055,2850,2860,28,93,121,0,0,OK,
d2_linsvm_026,dataset2_honeybee,centered48_neg4x,hog16_pca_only,data/features/dataset2_honeybee/centered48_neg4x__hog16_pca_only.parquet,True,51765,46055,2850,2860,28,61,89,0,0,OK,
d2_linsvm_027,dataset2_honeybee,centered64_balanced,hog8_hsv_lbp,data/features/dataset2_honeybee/centered64_balanced__hog8_hsv_lbp.parquet,True,20706,18422,1140,1144,28,1806,1834,0,0,OK,
d2_linsvm_028,dataset2_honeybee,centered64_balanced,hog8_hsv,data/features/dataset2_honeybee/centered64_balanced__hog8_hsv.parquet,True,20706,18422,1140,1144,28,1796,1824,0,0,OK,
d2_linsvm_029,dataset2_honeybee,centered64_balanced,hog8_only,data/features/dataset2_honeybee/centered64_balanced__hog8_only.parquet,True,20706,18422,1140,1144,28,1764,1792,0,0,OK,
d2_linsvm_030,dataset2_honeybee,centered64_balanced,hog16_hsv_lbp,data/features/dataset2_honeybee/centered64_balanced__hog16_hsv_lbp.parquet,True,20706,18422,1140,1144,28,366,394,0,0,OK,
d2_linsvm_031,dataset2_honeybee,centered64_balanced,hog16_hsv,data/features/dataset2_honeybee/centered64_balanced__hog16_hsv.parquet,True,20706,18422,1140,1144,28,356,384,0,0,OK,
d2_linsvm_032,dataset2_honeybee,centered64_balanced,hog16_only,data/features/dataset2_honeybee/centered64_balanced__hog16_only.parquet,True,20706,18422,1140,1144,28,324,352,0,0,OK,
d2_linsvm_033,dataset2_honeybee,centered64_balanced,hsv_lbp_only,data/features/dataset2_honeybee/centered64_balanced__hsv_lbp_only.parquet,True,20706,18422,1140,1144,28,42,70,0,0,OK,
d2_linsvm_034,dataset2_honeybee,centered64_balanced,hog8_pca_hsv_lbp,data/features/dataset2_honeybee/centered64_balanced__hog8_pca_hsv_lbp.parquet,True,20706,18422,1140,1144,28,527,555,0,0,OK,
d2_linsvm_035,dataset2_honeybee,centered64_balanced,hog8_pca_hsv,data/features/dataset2_honeybee/centered64_balanced__hog8_pca_hsv.parquet,True,20706,18422,1140,1144,28,517,545,0,0,OK,
d2_linsvm_036,dataset2_honeybee,centered64_balanced,hog8_pca_only,data/features/dataset2_honeybee/centered64_balanced__hog8_pca_only.parquet,True,20706,18422,1140,1144,28,485,513,0,0,OK,
d2_linsvm_037,dataset2_honeybee,centered64_balanced,hog16_pca_hsv_lbp,data/features/dataset2_honeybee/centered64_balanced__hog16_pca_hsv_lbp.parquet,True,20706,18422,1140,1144,28,151,179,0,0,OK,
d2_linsvm_038,dataset2_honeybee,centered64_balanced,hog16_pca_hsv,data/features/dataset2_honeybee/centered64_balanced__hog16_pca_hsv.parquet,True,20706,18422,1140,1144,28,141,169,0,0,OK,
d2_linsvm_039,dataset2_honeybee,centered64_balanced,hog16_pca_only,data/features/dataset2_honeybee/centered64_balanced__hog16_pca_only.parquet,True,20706,18422,1140,1144,28,109,137,0,0,OK,
d2_linsvm_040,dataset2_honeybee,centered64_neg4x,hog8_hsv_lbp,data/features/dataset2_honeybee/centered64_neg4x__hog8_hsv_lbp.parquet,True,51765,46055,2850,2860,28,1806,1834,0,0,OK,
d2_linsvm_041,dataset2_honeybee,centered64_neg4x,hog8_hsv,data/features/dataset2_honeybee/centered64_neg4x__hog8_hsv.parquet,True,51765,46055,2850,2860,28,1796,1824,0,0,OK,
d2_linsvm_042,dataset2_honeybee,centered64_neg4x,hog8_only,data/features/dataset2_honeybee/centered64_neg4x__hog8_only.parquet,True,51765,46055,2850,2860,28,1764,1792,0,0,OK,
d2_linsvm_043,dataset2_honeybee,centered64_neg4x,hog16_hsv_lbp,data/features/dataset2_honeybee/centered64_neg4x__hog16_hsv_lbp.parquet,True,51765,46055,2850,2860,28,366,394,0,0,OK,
d2_linsvm_044,dataset2_honeybee,centered64_neg4x,hog16_hsv,data/features/dataset2_honeybee/centered64_neg4x__hog16_hsv.parquet,True,51765,46055,2850,2860,28,356,384,0,0,OK,
d2_linsvm_045,dataset2_honeybee,centered64_neg4x,hog16_only,data/features/dataset2_honeybee/centered64_neg4x__hog16_only.parquet,True,51765,46055,2850,2860,28,324,352,0,0,OK,
d2_linsvm_046,dataset2_honeybee,centered64_neg4x,hsv_lbp_only,data/features/dataset2_honeybee/centered64_neg4x__hsv_lbp_only.parquet,True,51765,46055,2850,2860,28,42,70,0,0,OK,
d2_linsvm_047,dataset2_honeybee,centered64_neg4x,hog8_pca_hsv_lbp,data/features/dataset2_honeybee/centered64_neg4x__hog8_pca_hsv_lbp.parquet,True,51765,46055,2850,2860,28,540,568,0,0,OK,
d2_linsvm_048,dataset2_honeybee,centered64_neg4x,hog8_pca_hsv,data/features/dataset2_honeybee/centered64_neg4x__hog8_pca_hsv.parquet,True,51765,46055,2850,2860,28,530,558,0,0,OK,
d2_linsvm_049,dataset2_honeybee,centered64_neg4x,hog8_pca_only,data/features/dataset2_honeybee/centered64_neg4x__hog8_pca_only.parquet,True,51765,46055,2850,2860,28,498,526,0,0,OK,
d2_linsvm_050,dataset2_honeybee,centered64_neg4x,hog16_pca_hsv_lbp,data/features/dataset2_honeybee/centered64_neg4x__hog16_pca_hsv_lbp.parquet,True,51765,46055,2850,2860,28,152,180,0,0,OK,
d2_linsvm_051,dataset2_honeybee,centered64_neg4x,hog16_pca_hsv,data/features/dataset2_honeybee/centered64_neg4x__hog16_pca_hsv.parquet,True,51765,46055,2850,2860,28,142,170,0,0,OK,
d2_linsvm_052,dataset2_honeybee,centered64_neg4x,hog16_pca_only,data/features/dataset2_honeybee/centered64_neg4x__hog16_pca_only.parquet,True,51765,46055,2850,2860,28,110,138,0,0,OK,
d2_linsvm_053,dataset2_honeybee,centered80_balanced,hog8_hsv_lbp,data/features/dataset2_honeybee/centered80_balanced__hog8_hsv_lbp.parquet,True,20706,18422,1140,1144,28,2958,2986,0,0,OK,
d2_linsvm_054,dataset2_honeybee,centered80_balanced,hog8_hsv,data/features/dataset2_honeybee/centered80_balanced__hog8_hsv.parquet,True,20706,18422,1140,1144,28,2948,2976,0,0,OK,
d2_linsvm_055,dataset2_honeybee,centered80_balanced,hog8_only,data/features/dataset2_honeybee/centered80_balanced__hog8_only.parquet,True,20706,18422,1140,1144,28,2916,2944,0,0,OK,
d2_linsvm_056,dataset2_honeybee,centered80_balanced,hog16_hsv_lbp,data/features/dataset2_honeybee/centered80_balanced__hog16_hsv_lbp.parquet,True,20706,18422,1140,1144,28,618,646,0,0,OK,
d2_linsvm_057,dataset2_honeybee,centered80_balanced,hog16_hsv,data/features/dataset2_honeybee/centered80_balanced__hog16_hsv.parquet,True,20706,18422,1140,1144,28,608,636,0,0,OK,
d2_linsvm_058,dataset2_honeybee,centered80_balanced,hog16_only,data/features/dataset2_honeybee/centered80_balanced__hog16_only.parquet,True,20706,18422,1140,1144,28,576,604,0,0,OK,
d2_linsvm_059,dataset2_honeybee,centered80_balanced,hsv_lbp_only,data/features/dataset2_honeybee/centered80_balanced__hsv_lbp_only.parquet,True,20706,18422,1140,1144,28,42,70,0,0,OK,
d2_linsvm_060,dataset2_honeybee,centered80_balanced,hog8_pca_hsv_lbp,data/features/dataset2_honeybee/centered80_balanced__hog8_pca_hsv_lbp.parquet,True,20706,18422,1140,1144,28,801,829,0,0,OK,
d2_linsvm_061,dataset2_honeybee,centered80_balanced,hog8_pca_hsv,data/features/dataset2_honeybee/centered80_balanced__hog8_pca_hsv.parquet,True,20706,18422,1140,1144,28,791,819,0,0,OK,
d2_linsvm_062,dataset2_honeybee,centered80_balanced,hog8_pca_only,data/features/dataset2_honeybee/centered80_balanced__hog8_pca_only.parquet,True,20706,18422,1140,1144,28,759,787,0,0,OK,
d2_linsvm_063,dataset2_honeybee,centered80_balanced,hog16_pca_hsv_lbp,data/features/dataset2_honeybee/centered80_balanced__hog16_pca_hsv_lbp.parquet,True,20706,18422,1140,1144,28,212,240,0,0,OK,
d2_linsvm_064,dataset2_honeybee,centered80_balanced,hog16_pca_hsv,data/features/dataset2_honeybee/centered80_balanced__hog16_pca_hsv.parquet,True,20706,18422,1140,1144,28,202,230,0,0,OK,
d2_linsvm_065,dataset2_honeybee,centered80_balanced,hog16_pca_only,data/features/dataset2_honeybee/centered80_balanced__hog16_pca_only.parquet,True,20706,18422,1140,1144,28,170,198,0,0,OK,
d2_linsvm_066,dataset2_honeybee,centered80_neg4x,hog8_hsv_lbp,data/features/dataset2_honeybee/centered80_neg4x__hog8_hsv_lbp.parquet,True,51765,46055,2850,2860,28,2958,2986,0,0,OK,
d2_linsvm_067,dataset2_honeybee,centered80_neg4x,hog8_hsv,data/features/dataset2_honeybee/centered80_neg4x__hog8_hsv.parquet,True,51765,46055,2850,2860,28,2948,2976,0,0,OK,
d2_linsvm_068,dataset2_honeybee,centered80_neg4x,hog8_only,data/features/dataset2_honeybee/centered80_neg4x__hog8_only.parquet,True,51765,46055,2850,2860,28,2916,2944,0,0,OK,
d2_linsvm_069,dataset2_honeybee,centered80_neg4x,hog16_hsv_lbp,data/features/dataset2_honeybee/centered80_neg4x__hog16_hsv_lbp.parquet,True,51765,46055,2850,2860,28,618,646,0,0,OK,
d2_linsvm_070,dataset2_honeybee,centered80_neg4x,hog16_hsv,data/features/dataset2_honeybee/centered80_neg4x__hog16_hsv.parquet,True,51765,46055,2850,2860,28,608,636,0,0,OK,
d2_linsvm_071,dataset2_honeybee,centered80_neg4x,hog16_only,data/features/dataset2_honeybee/centered80_neg4x__hog16_only.parquet,True,51765,46055,2850,2860,28,576,604,0,0,OK,
d2_linsvm_072,dataset2_honeybee,centered80_neg4x,hsv_lbp_only,data/features/dataset2_honeybee/centered80_neg4x__hsv_lbp_only.parquet,True,51765,46055,2850,2860,28,42,70,0,0,OK,
d2_linsvm_073,dataset2_honeybee,centered80_neg4x,hog8_pca_hsv_lbp,data/features/dataset2_honeybee/centered80_neg4x__hog8_pca_hsv_lbp.parquet,True,51765,46055,2850,2860,28,822,850,0,0,OK,
d2_linsvm_074,dataset2_honeybee,centered80_neg4x,hog8_pca_hsv,data/features/dataset2_honeybee/centered80_neg4x__hog8_pca_hsv.parquet,True,51765,46055,2850,2860,28,812,840,0,0,OK,
d2_linsvm_075,dataset2_honeybee,centered80_neg4x,hog8_pca_only,data/features/dataset2_honeybee/centered80_neg4x__hog8_pca_only.parquet,True,51765,46055,2850,2860,28,780,808,0,0,OK,
d2_linsvm_076,dataset2_honeybee,centered80_neg4x,hog16_pca_hsv_lbp,data/features/dataset2_honeybee/centered80_neg4x__hog16_pca_hsv_lbp.parquet,True,51765,46055,2850,2860,28,216,244,0,0,OK,
d2_linsvm_077,dataset2_honeybee,centered80_neg4x,hog16_pca_hsv,data/features/dataset2_honeybee/centered80_neg4x__hog16_pca_hsv.parquet,True,51765,46055,2850,2860,28,206,234,0,0,OK,
d2_linsvm_078,dataset2_honeybee,centered80_neg4x,hog16_pca_only,data/features/dataset2_honeybee/centered80_neg4x__hog16_pca_only.parquet,True,51765,46055,2850,2860,28,174,202,0,0,OK,
