dataset_name,algorithm_name,model_file_name,primary_metric,primary_metric_value,parameter_name,best_value,grid_values,is_lower_boundary,is_upper_boundary,boundary_note
dataset1_varroa,linear_svm,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3370786516853933,threshold_value,2.0,"[1.4, 1.6, 1.8, 2.0, 2.2, 2.4, 2.6, 2.8, 3.0]",False,False,inside_grid
dataset1_varroa,linear_svm,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3370786516853933,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,linear_svm,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3370786516853933,cluster_iou_threshold,0.25,"[0.2, 0.25, 0.3]",False,False,inside_grid
dataset1_varroa,linear_svm,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.3370786516853933,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.3230543318649045,threshold_value,0.7,"[0.7, 0.8, 0.85, 0.9, 0.95, 0.99]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.3230543318649045,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.3230543318649045,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,detection_f1_iou_0_2,0.3230543318649045,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,detection_f1_iou_0_2,0.3141654978962132,threshold_value,0.99,"[0.7, 0.8, 0.85, 0.9, 0.95, 0.99]",False,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,random_forest,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,detection_f1_iou_0_2,0.3141654978962132,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,random_forest,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,detection_f1_iou_0_2,0.3141654978962132,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,detection_f1_iou_0_2,0.3141654978962132,weighted_box_size_factor,1.25,"[1.0, 1.25]",False,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,random_forest,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.2827225130890052,threshold_value,0.95,"[0.7, 0.8, 0.85, 0.9, 0.95, 0.99]",False,False,inside_grid
dataset1_varroa,random_forest,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.2827225130890052,stride_divisor,4.0,[4],True,True,upper_boundary_possible_higher_value_needed
dataset1_varroa,random_forest,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.2827225130890052,cluster_iou_threshold,0.2,"[0.2, 0.25, 0.3]",True,False,lower_boundary_possible_lower_value_needed
dataset1_varroa,random_forest,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,detection_f1_iou_0_2,0.2827225130890052,weighted_box_size_factor,1.0,"[1.0, 1.25]",True,False,lower_boundary_possible_lower_value_needed

