rank_iou_0_3,phase,dataset_name,algorithm_name,model_file_name,model_path,patch_set,patch_size,feature_set,threshold_column,threshold_value,stride_divisor,cluster_iou_threshold,weighted_box_size_factor,postprocess_method,status,raw_score_reuse_mode,raw_scoring_total_runtime_seconds,image_count,total_window_count,total_candidate_count,total_final_detection_count,mean_candidates_per_image,mean_final_detections_per_image,total_runtime_seconds,mean_runtime_seconds_per_image,tp_iou_0_1,fp_iou_0_1,fn_iou_0_1,detection_precision_iou_0_1,detection_recall_iou_0_1,detection_f1_iou_0_1,false_positives_per_image_iou_0_1,false_negatives_per_image_iou_0_1,negative_image_count_iou_0_1,negative_total_fp_iou_0_1,negative_fp_per_negative_image_iou_0_1,negative_accuracy_iou_0_1,mean_matched_iou_iou_0_1,tp_iou_0_2,fp_iou_0_2,fn_iou_0_2,detection_precision_iou_0_2,detection_recall_iou_0_2,detection_f1_iou_0_2,false_positives_per_image_iou_0_2,false_negatives_per_image_iou_0_2,negative_image_count_iou_0_2,negative_total_fp_iou_0_2,negative_fp_per_negative_image_iou_0_2,negative_accuracy_iou_0_2,mean_matched_iou_iou_0_2,tp_iou_0_3,fp_iou_0_3,fn_iou_0_3,detection_precision_iou_0_3,detection_recall_iou_0_3,detection_f1_iou_0_3,false_positives_per_image_iou_0_3,false_negatives_per_image_iou_0_3,negative_image_count_iou_0_3,negative_total_fp_iou_0_3,negative_fp_per_negative_image_iou_0_3,negative_accuracy_iou_0_3,mean_matched_iou_iou_0_3,postprocess_total_runtime_seconds,estimated_total_runtime_seconds_with_raw_scoring,combo_wall_runtime_seconds
49,phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,centered48_balanced,48,hog16_pca_hsv_lbp,decision_function_score_threshold,1.2,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,52.73819065093994,500,49500,1321,333,2.642,0.666,0.0133318901062011,2.6663780212402343e-05,180,153,121,0.5405405405405406,0.5980066445182725,0.5678233438485804,0.306,0.242,250,39,0.156,0.872,0.356509169275266,162,171,139,0.4864864864864865,0.5382059800664452,0.5110410094637223,0.342,0.278,250,39,0.156,0.872,0.3935296505511134,128,205,173,0.3843843843843844,0.4252491694352159,0.4037854889589905,0.41,0.346,250,39,0.156,0.872,0.4307788970723512,0.0133318901062011,52.75152254104614,0.015334129333496
50,phase2_postprocess_sweep,dataset2_honeybee,random_forest,d2_rf_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/random_forest/d2_rf_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,centered48_neg4x,48,hog16_pca_hsv_lbp,predict_proba_score_threshold,0.7,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,41.46722006797791,500,49500,857,272,1.714,0.544,0.0163359642028808,3.267192840576172e-05,157,115,144,0.5772058823529411,0.521594684385382,0.5479930191972077,0.23,0.288,250,30,0.12,0.908,0.3803581502373875,149,123,152,0.5477941176470589,0.4950166112956811,0.5200698080279232,0.246,0.304,250,30,0.12,0.908,0.3943087786979211,115,157,186,0.4227941176470588,0.3820598006644518,0.4013961605584642,0.314,0.372,250,30,0.12,0.908,0.4426202195197676,0.0163359642028808,41.48355603218079,0.0183296203613281
51,phase2_postprocess_sweep,dataset1_varroa,random_forest,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/random_forest/d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,centered80_neg4x,80,hog16_pca_hsv_lbp,predict_proba_score_threshold,0.8,4,0.25,1.25,weighted_center,OK,per_model_per_stride_in_memory,714.7812795639038,500,420500,1203,492,2.406,0.984,0.0298793315887451,5.975866317749023e-05,183,309,125,0.3719512195121951,0.5941558441558441,0.4574999999999999,0.618,0.25,250,138,0.552,0.724,0.3999215372424919,173,319,135,0.3516260162601626,0.5616883116883117,0.4325,0.638,0.27,250,138,0.552,0.724,0.4226102956199238,160,332,148,0.3252032520325203,0.5194805194805194,0.3999999999999999,0.664,0.296,250,138,0.552,0.724,0.44493931560321,0.0298793315887451,714.8111588954926,0.0331053733825683
52,phase2_postprocess_sweep,dataset1_varroa,random_forest,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/random_forest/d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,centered80_neg4x,80,hog16_pca_hsv_lbp,predict_proba_score_threshold,0.8,4,0.3,1.25,weighted_center,OK,per_model_per_stride_in_memory,714.7812795639038,500,420500,1203,492,2.406,0.984,0.0269181728363037,5.383634567260743e-05,183,309,125,0.3719512195121951,0.5941558441558441,0.4574999999999999,0.618,0.25,250,138,0.552,0.724,0.3999215372424919,173,319,135,0.3516260162601626,0.5616883116883117,0.4325,0.638,0.27,250,138,0.552,0.724,0.4226102956199238,160,332,148,0.3252032520325203,0.5194805194805194,0.3999999999999999,0.664,0.296,250,138,0.552,0.724,0.44493931560321,0.0269181728363037,714.8081977367401,0.0319273471832275
53,phase2_postprocess_sweep,dataset2_honeybee,random_forest,d2_rf_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/random_forest/d2_rf_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,centered48_neg4x,48,hog16_pca_hsv_lbp,predict_proba_score_threshold,0.7,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,41.46722006797791,500,49500,857,256,1.714,0.512,0.0119390487670898,2.3878097534179688e-05,154,102,147,0.6015625,0.5116279069767442,0.5529622980251346,0.204,0.294,250,29,0.116,0.908,0.3772005717174495,143,113,158,0.55859375,0.4750830564784053,0.5134649910233394,0.226,0.316,250,29,0.116,0.908,0.3955094243154164,111,145,190,0.43359375,0.3687707641196013,0.3985637342908437,0.29,0.38,250,29,0.116,0.908,0.4431342835822037,0.0119390487670898,41.479159116745,0.0145525932312011
54,phase2_postprocess_sweep,dataset2_honeybee,random_forest,d2_rf_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/random_forest/d2_rf_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,centered48_neg4x,48,hog16_pca_hsv_lbp,predict_proba_score_threshold,0.7,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,41.46722006797791,500,49500,857,228,1.714,0.456,0.0054221153259277,1.084423065185547e-05,150,78,151,0.6578947368421053,0.4983388704318937,0.5671077504725898,0.156,0.302,250,27,0.108,0.908,0.3787168433953455,140,88,161,0.6140350877192983,0.4651162790697674,0.5293005671077504,0.176,0.322,250,27,0.108,0.908,0.3938830823992761,105,123,196,0.4605263157894737,0.3488372093023256,0.3969754253308128,0.246,0.392,250,27,0.108,0.908,0.4409062640636839,0.0054221153259277,41.47264218330383,0.0054221153259277
55,phase2_postprocess_sweep,dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/random_forest/d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,centered80_neg4x,80,hog16_hsv_lbp,predict_proba_score_threshold,0.7,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,716.9850029945374,500,420500,818,416,1.636,0.832,0.0276315212249755,5.526304244995117e-05,155,261,153,0.3725961538461538,0.5032467532467533,0.4281767955801105,0.522,0.306,250,131,0.524,0.696,0.4584425335535849,151,265,157,0.3629807692307692,0.4902597402597403,0.4171270718232043,0.53,0.314,250,131,0.524,0.696,0.4810342109744993,143,273,165,0.34375,0.4642857142857143,0.3950276243093923,0.546,0.33,250,131,0.524,0.696,0.5076116864256721,0.0276315212249755,717.0126345157623,0.032259464263916
56,phase2_postprocess_sweep,dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/random_forest/d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,centered80_neg4x,80,hog16_hsv_lbp,predict_proba_score_threshold,0.7,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,716.9850029945374,500,420500,818,416,1.636,0.832,0.0306363105773925,6.127262115478515e-05,155,261,153,0.3725961538461538,0.5032467532467533,0.4281767955801105,0.522,0.306,250,131,0.524,0.696,0.4584425335535849,151,265,157,0.3629807692307692,0.4902597402597403,0.4171270718232043,0.53,0.314,250,131,0.524,0.696,0.4810342109744993,143,273,165,0.34375,0.4642857142857143,0.3950276243093923,0.546,0.33,250,131,0.524,0.696,0.5076116864256721,0.0306363105773925,717.0156393051147,0.0336403846740722
57,phase2_postprocess_sweep,dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/random_forest/d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,centered80_neg4x,80,hog16_hsv_lbp,predict_proba_score_threshold,0.7,4,0.2,1.25,weighted_center,OK,per_model_per_stride_in_memory,716.9850029945374,500,420500,818,368,1.636,0.736,0.0234091281890869,4.681825637817383e-05,151,217,157,0.4103260869565217,0.4902597402597403,0.4467455621301775,0.434,0.314,250,114,0.456,0.696,0.4059093036723817,147,221,161,0.3994565217391304,0.4772727272727273,0.4349112426035503,0.442,0.322,250,114,0.456,0.696,0.4170690009188055,132,236,176,0.358695652173913,0.4285714285714285,0.3905325443786982,0.472,0.352,250,114,0.456,0.696,0.4382295449458698,0.0234091281890869,717.0084121227264,0.0321896076202392
58,phase2_postprocess_sweep,dataset1_varroa,linear_svm,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/linear_svm/d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,centered96_balanced,96,hog16_pca_hsv_lbp,score_threshold,1.8,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,628.7347044944763,500,288000,964,430,1.928,0.86,0.0198009014129638,3.9601802825927735e-05,158,272,150,0.3674418604651163,0.512987012987013,0.4281842818428184,0.544,0.3,250,165,0.66,0.616,0.4421879579951732,156,274,152,0.3627906976744186,0.5064935064935064,0.4227642276422764,0.548,0.304,250,165,0.66,0.616,0.4495410092875864,144,286,164,0.3348837209302325,0.4675324675324675,0.3902439024390243,0.572,0.328,250,165,0.66,0.616,0.4657986561007883,0.0198009014129638,628.7545053958893,0.0229322910308837
59,phase2_postprocess_sweep,dataset1_varroa,linear_svm,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/linear_svm/d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,centered96_balanced,96,hog16_pca_hsv_lbp,score_threshold,1.8,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,628.7347044944763,500,288000,964,430,1.928,0.86,0.0207974910736084,4.15949821472168e-05,158,272,150,0.3674418604651163,0.512987012987013,0.4281842818428184,0.544,0.3,250,165,0.66,0.616,0.4421879579951732,156,274,152,0.3627906976744186,0.5064935064935064,0.4227642276422764,0.548,0.304,250,165,0.66,0.616,0.4495410092875864,144,286,164,0.3348837209302325,0.4675324675324675,0.3902439024390243,0.572,0.328,250,165,0.66,0.616,0.4657986561007883,0.0207974910736084,628.7555019855499,0.0222611427307128
60,phase2_postprocess_sweep,dataset2_honeybee,random_forest,d2_rf_006__centered48_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/random_forest/d2_rf_006__centered48_neg4x__hog16_hsv_lbp.joblib,centered48_neg4x,48,hog16_hsv_lbp,predict_proba_score_threshold,0.6,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,45.18126440048218,500,49500,1278,282,2.556,0.564,0.0102818012237548,2.056360244750977e-05,169,113,132,0.599290780141844,0.5614617940199336,0.5797598627787307,0.226,0.264,250,34,0.136,0.884,0.3660899254219323,159,123,142,0.5638297872340425,0.5282392026578073,0.5454545454545454,0.246,0.284,250,34,0.136,0.884,0.3813481800926198,112,170,189,0.3971631205673759,0.3720930232558139,0.3842195540308748,0.34,0.378,250,34,0.136,0.884,0.438408790418693,0.0102818012237548,45.19154620170593,0.0102818012237548
61,phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,centered48_balanced,48,hog16_pca_hsv_lbp,decision_function_score_threshold,1.2,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,52.73819065093994,500,49500,1321,378,2.642,0.756,0.011582612991333,2.3165225982666017e-05,183,195,118,0.4841269841269841,0.6079734219269103,0.5390279823269514,0.39,0.236,250,45,0.18,0.872,0.3547453672625064,164,214,137,0.4338624338624338,0.5448504983388704,0.4830633284241531,0.428,0.274,250,45,0.18,0.872,0.3952964061523344,130,248,171,0.3439153439153439,0.4318936877076412,0.3829160530191458,0.496,0.342,250,45,0.18,0.872,0.4385188487744894,0.011582612991333,52.74977326393128,0.0155889987945556
62,phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,centered48_neg4x,48,hog16_hsv_lbp,decision_function_score_threshold,0.8,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,124.48033022880554,500,49500,808,308,1.616,0.616,0.0106611251831054,2.1322250366210935e-05,170,138,131,0.551948051948052,0.5647840531561462,0.5582922824302136,0.276,0.262,250,30,0.12,0.904,0.361953997287591,153,155,148,0.4967532467532468,0.5083056478405316,0.5024630541871921,0.31,0.296,250,30,0.12,0.904,0.3881388382558412,116,192,185,0.3766233766233766,0.3853820598006645,0.3809523809523809,0.384,0.37,250,30,0.12,0.904,0.4430971663198337,0.0106611251831054,124.49099135398863,0.0129668712615966
63,phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,centered48_neg4x,48,hog16_hsv_lbp,decision_function_score_threshold,0.8,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,124.48033022880554,500,49500,808,277,1.616,0.554,0.0093626976013183,1.872539520263672e-05,166,111,135,0.5992779783393501,0.5514950166112956,0.57439446366782,0.222,0.27,250,29,0.116,0.904,0.3671661010546334,149,128,152,0.5379061371841155,0.4950166112956811,0.5155709342560555,0.256,0.304,250,29,0.116,0.904,0.3926028003396203,110,167,191,0.3971119133574007,0.3654485049833887,0.3806228373702421,0.334,0.382,250,29,0.116,0.904,0.4396824815531672,0.0093626976013183,124.48969292640686,0.0147368907928466
64,phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,centered48_balanced,48,hog16_pca_hsv_lbp,decision_function_score_threshold,1.2,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,52.73819065093994,500,49500,1321,389,2.642,0.778,0.0134787559509277,2.6957511901855468e-05,184,205,117,0.4730077120822622,0.6112956810631229,0.5333333333333333,0.41,0.234,250,45,0.18,0.872,0.3545257639934753,165,224,136,0.4241645244215938,0.5481727574750831,0.4782608695652174,0.448,0.272,250,45,0.18,0.872,0.3941264723022905,131,258,170,0.3367609254498714,0.4352159468438538,0.3797101449275363,0.516,0.34,250,45,0.18,0.872,0.437936099397004,0.0134787559509277,52.75166940689087,0.0167405605316162
65,phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,centered48_neg4x,48,hog16_hsv_lbp,decision_function_score_threshold,0.8,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,124.48033022880554,500,49500,808,327,1.616,0.654,0.0163371562957763,3.267431259155273e-05,175,152,126,0.5351681957186545,0.5813953488372093,0.5573248407643313,0.304,0.252,250,30,0.12,0.904,0.3587076748022009,157,170,144,0.4801223241590214,0.521594684385382,0.5,0.34,0.288,250,30,0.12,0.904,0.3845066029623172,119,208,182,0.363914373088685,0.3953488372093023,0.3789808917197452,0.416,0.364,250,30,0.12,0.904,0.4413031952337779,0.0163371562957763,124.49666738510132,0.018402099609375
66,phase2_postprocess_sweep,dataset2_honeybee,random_forest,d2_rf_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/random_forest/d2_rf_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,centered48_balanced,48,hog16_pca_hsv_lbp,predict_proba_score_threshold,0.9,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,44.79318356513977,500,49500,562,198,1.124,0.396,0.005403995513916,1.0807991027832031e-05,136,62,165,0.6868686868686869,0.4518272425249169,0.5450901803607214,0.124,0.33,250,18,0.072,0.94,0.3773881997000551,127,71,174,0.6414141414141414,0.4219269102990033,0.5090180360721442,0.142,0.348,250,18,0.072,0.94,0.3929398606311416,94,104,207,0.4747474747474747,0.3122923588039867,0.3767535070140281,0.208,0.414,250,18,0.072,0.94,0.4413936397925018,0.005403995513916,44.79858756065369,0.01092529296875
67,phase2_postprocess_sweep,dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/random_forest/d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,centered80_neg4x,80,hog16_hsv_lbp,predict_proba_score_threshold,0.7,4,0.25,1.25,weighted_center,OK,per_model_per_stride_in_memory,716.9850029945374,500,420500,818,416,1.636,0.832,0.0270206928253173,5.4041385650634765e-05,155,261,153,0.3725961538461538,0.5032467532467533,0.4281767955801105,0.522,0.306,250,131,0.524,0.696,0.3987707665088087,151,265,157,0.3629807692307692,0.4902597402597403,0.4171270718232043,0.53,0.314,250,131,0.524,0.696,0.4113278502361142,136,280,172,0.3269230769230769,0.4415584415584415,0.3756906077348066,0.56,0.344,250,131,0.524,0.696,0.4470695079317891,0.0270206928253173,717.0120236873627,0.0280120372772216
68,phase2_postprocess_sweep,dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/random_forest/d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,centered80_neg4x,80,hog16_hsv_lbp,predict_proba_score_threshold,0.7,4,0.3,1.25,weighted_center,OK,per_model_per_stride_in_memory,716.9850029945374,500,420500,818,416,1.636,0.832,0.0269162654876709,5.38325309753418e-05,155,261,153,0.3725961538461538,0.5032467532467533,0.4281767955801105,0.522,0.306,250,131,0.524,0.696,0.3987707665088087,151,265,157,0.3629807692307692,0.4902597402597403,0.4171270718232043,0.53,0.314,250,131,0.524,0.696,0.4113278502361142,136,280,172,0.3269230769230769,0.4415584415584415,0.3756906077348066,0.56,0.344,250,131,0.524,0.696,0.4470695079317891,0.0269162654876709,717.011919260025,0.0300583839416503
69,phase2_postprocess_sweep,dataset2_honeybee,random_forest,d2_rf_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/random_forest/d2_rf_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,centered48_balanced,48,hog16_pca_hsv_lbp,predict_proba_score_threshold,0.9,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,44.79318356513977,500,49500,562,184,1.124,0.368,0.0070490837097167,1.4098167419433592e-05,132,52,169,0.717391304347826,0.4385382059800664,0.5443298969072166,0.104,0.338,250,17,0.068,0.94,0.3741935006910192,122,62,179,0.6630434782608695,0.4053156146179402,0.5030927835051546,0.124,0.358,250,17,0.068,0.94,0.3916042892632843,91,93,210,0.4945652173913043,0.3023255813953488,0.3752577319587629,0.186,0.42,250,17,0.068,0.94,0.4405466593082264,0.0070490837097167,44.80023264884949,0.0070490837097167
70,phase2_postprocess_sweep,dataset2_honeybee,random_forest,d2_rf_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/random_forest/d2_rf_003__centered48_balanced__hog16_pca_hsv_lbp.joblib,centered48_balanced,48,hog16_pca_hsv_lbp,predict_proba_score_threshold,0.9,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,44.79318356513977,500,49500,562,206,1.124,0.412,0.0035293102264404,7.05862045288086e-06,137,69,164,0.6650485436893204,0.4551495016611295,0.5404339250493098,0.138,0.328,250,18,0.072,0.94,0.376522280589259,128,78,173,0.6213592233009708,0.4252491694352159,0.504930966469428,0.156,0.346,250,18,0.072,0.94,0.3918915592318436,94,112,207,0.4563106796116505,0.3122923588039867,0.3708086785009861,0.224,0.414,250,18,0.072,0.94,0.4415267251199208,0.0035293102264404,44.79671287536621,0.010911226272583
71,phase2_postprocess_sweep,dataset2_honeybee,random_forest,d2_rf_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/random_forest/d2_rf_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,centered48_balanced,48,hog8_pca_hsv_lbp,predict_proba_score_threshold,0.8,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,56.9138388633728,500,49500,1221,299,2.442,0.598,0.0205042362213134,4.100847244262696e-05,170,129,131,0.568561872909699,0.5647840531561462,0.5666666666666667,0.258,0.262,250,42,0.168,0.864,0.3626829645665338,157,142,144,0.5250836120401338,0.521594684385382,0.5233333333333334,0.284,0.288,250,42,0.168,0.864,0.3812228173613768,110,189,191,0.3678929765886287,0.3654485049833887,0.3666666666666667,0.378,0.382,250,42,0.168,0.864,0.4334984298944876,0.0205042362213134,56.93434309959412,0.0277106761932373
72,phase2_postprocess_sweep,dataset2_honeybee,random_forest,d2_rf_006__centered48_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/random_forest/d2_rf_006__centered48_neg4x__hog16_hsv_lbp.joblib,centered48_neg4x,48,hog16_hsv_lbp,predict_proba_score_threshold,0.6,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,45.18126440048218,500,49500,1278,330,2.556,0.66,0.0054035186767578,1.0807037353515626e-05,175,155,126,0.5303030303030303,0.5813953488372093,0.554675118858954,0.31,0.252,250,38,0.152,0.884,0.360549271564029,162,168,139,0.4909090909090909,0.5382059800664452,0.5134706814580032,0.336,0.278,250,38,0.152,0.884,0.3796705969057939,115,215,186,0.3484848484848485,0.3820598006644518,0.3645007923930269,0.43,0.372,250,38,0.152,0.884,0.4397312780120502,0.0054035186767578,45.186667919158936,0.0138642787933349
73,phase2_postprocess_sweep,dataset2_honeybee,random_forest,d2_rf_006__centered48_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/random_forest/d2_rf_006__centered48_neg4x__hog16_hsv_lbp.joblib,centered48_neg4x,48,hog16_hsv_lbp,predict_proba_score_threshold,0.6,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,45.18126440048218,500,49500,1278,347,2.556,0.694,0.0124962329864501,2.499246597290039e-05,179,168,122,0.515850144092219,0.5946843853820598,0.552469135802469,0.336,0.244,250,38,0.152,0.884,0.3591511836100091,166,181,135,0.4783861671469741,0.5514950166112956,0.5123456790123456,0.362,0.27,250,38,0.152,0.884,0.3772750756045862,117,230,184,0.3371757925072046,0.388704318936877,0.3611111111111111,0.46,0.368,250,38,0.152,0.884,0.4364055910383905,0.0124962329864501,45.19376063346863,0.0124962329864501
74,phase2_postprocess_sweep,dataset2_honeybee,random_forest,d2_rf_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/random_forest/d2_rf_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,centered48_balanced,48,hog8_pca_hsv_lbp,predict_proba_score_threshold,0.8,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,56.9138388633728,500,49500,1221,344,2.442,0.688,0.0146927833557128,2.938556671142578e-05,171,173,130,0.4970930232558139,0.5681063122923588,0.5302325581395348,0.346,0.26,250,45,0.18,0.864,0.3593790302929414,157,187,144,0.4563953488372093,0.521594684385382,0.4868217054263565,0.374,0.288,250,45,0.18,0.864,0.3808159477658564,116,228,185,0.3372093023255814,0.3853820598006645,0.3596899224806201,0.456,0.37,250,45,0.18,0.864,0.4351993265876294,0.0146927833557128,56.92853164672852,0.0213572978973388
75,phase2_postprocess_sweep,dataset2_honeybee,random_forest,d2_rf_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/random_forest/d2_rf_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,centered48_balanced,48,hog8_pca_hsv_lbp,predict_proba_score_threshold,0.8,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,56.9138388633728,500,49500,1221,370,2.442,0.74,0.0134458541870117,2.689170837402344e-05,175,195,126,0.4729729729729729,0.5813953488372093,0.5216095380029806,0.39,0.252,250,46,0.184,0.864,0.3566165204348894,163,207,138,0.4405405405405405,0.5415282392026578,0.4858420268256334,0.414,0.276,250,46,0.184,0.864,0.3765427331816031,119,251,182,0.3216216216216216,0.3953488372093023,0.3546944858420268,0.502,0.364,250,46,0.184,0.864,0.4354972167865609,0.0134458541870117,56.92728471755981,0.0204684734344482
76,phase2_postprocess_sweep,dataset1_varroa,random_forest,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/random_forest/d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,centered80_balanced,80,hsv_lbp_only,predict_proba_score_threshold,0.99,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,504.6937434673309,500,420500,1194,410,2.388,0.82,0.0322353839874267,6.447076797485352e-05,167,243,141,0.4073170731707317,0.5422077922077922,0.4651810584958217,0.486,0.282,250,130,0.52,0.688,0.3975347304064242,154,256,154,0.375609756097561,0.5,0.4289693593314763,0.512,0.308,250,130,0.52,0.688,0.4240559281207305,126,284,182,0.3073170731707317,0.4090909090909091,0.350974930362117,0.568,0.364,250,130,0.52,0.688,0.4687253674658506,0.0322353839874267,504.7259788513184,0.0349807739257812
